spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_country,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_country,recipient_full_address,original,document_type,format,language,notes,FID,Country,x,y
3402,"Ida Rubinstein to Sergey Sergeevich Prokofiev, 08 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 178",08 July 1925,exact,Ida Rubinstein,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,telegram,handwritten,French,,989,,2.34143999979337,48.8572100000963
3403,"Clerical assistant to Sergey Sergeevich Prokofiev, 09 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 179",09 July 1925,exact,Clerical assistant,Haensel & Jones,33 West 42nd Street,New York,,"33 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,printed,English,,990,,-73.9824091191193,40.7541649548309
3404,"Fyodor Weber to Sergey Sergeevich Prokofiev, 09 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 180",09 July 1925,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,991,,13.5505293614867,52.5672043793325
3409,"B. Mirline to Sergey Sergeevich Prokofiev, 14 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 193",14 July 1925,exact,B. Mirline,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,992,,2.34143999979337,48.8572100000963
3411,"Clerical assistant to Sergey Sergeevich Prokofiev, 15 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 197",15 July 1925,exact,Clerical assistant,Societe Anonyme des Grandes Editions Musicales,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",Sergey Sergeevich Prokofiev,not_stated,6 Rue Blaise Desgoffe,Paris,,"6 Rue Blaise Desgoffe, Paris",original,postcard,handwritten,French,,993,,2.32158522966957,48.8709984971222
3412,"Fyodor Weber to Sergey Sergeevich Prokofiev, 18 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 205",18 July 1925,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,994,,13.5505293614867,52.5672043793325
3414,"Clerical assistant to Sergey Sergeevich Prokofiev, 18 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 207",18 July 1925,exact,Clerical assistant,Heinrichshofen,not_stated,Magdeburg,,Magdeburg,Sergey Sergeevich Prokofiev,not_stated,32 Rue Cassette,Paris,,"32 Rue Cassette, Paris",original,letter,typed,German,,995,,11.6315299995806,52.1304500001012
3417,"Sergei Leonidovich Grigoriev to Sergey Sergeevich Prokofiev, 20 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 127",20 July 1925,exact,Sergei Leonidovich Grigoriev,not_stated,Aldwych,London,,"Aldwych, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,996,,-0.117092926019631,51.5132913053437
3418,"Wanda Szigeti to Sergey Sergeevich Prokofiev, [21 July 1925]","Box: 1; Folder: 1925, July","Binder VIII, page 201",21 July 1925,implied,Wanda Szigeti,not_stated,161 Boulevard Haussmann,Paris,,"161 Boulevard Haussmann, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,postcard,handwritten,French,,997,,2.30880097607785,48.8749825435676
4001,"Clerical assistant to Sergey Sergeevich Prokofiev, 15 April 1926","Box: 2; Folder: 1926, April","Binder X, page 255",15 April 1926,exact,Clerical assistant,Direzione Italiana Concerti,Via Flaminia 59,Rome,,"Via Flaminia 59, Rome",Sergey Sergeevich Prokofiev,not_stated,Via Vecchietti 5,Florence,,"Via Vecchietti 5, Florence",original,letter,typed,French,,998,,12.4807217945337,42.2119412337101
3419,"Clerical assistant to Sergey Sergeevich Prokofiev, 21 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 209",21 July 1925,exact,Clerical assistant,Pleyel Lyon&Co,22 Rue Rochechouart,Paris,,"22 Rue Rochechouart, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,original,letter,typed,French,,999,,2.34481656033387,48.8777647054255
3423,"Guido Boni to Sergey Sergeevich Prokofiev, 23 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 215",23 July 1925,exact,Guido Boni,not_stated,Via Vittoria 6,Rome,,"Via Vittoria 6, Rome",Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,,"c/o Guaranty Trust, Paris",original,letter,typed,French,,1000,,12.4786216627568,41.9066861176868
3425,"Jean Marnold to Sergey Sergeevich Prokofiev, 24 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 222",24 July 1925,exact,Jean Marnold,not_stated,14 Rue Laferrière,Paris,,"14 Rue Laferrière, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1001,,2.3383143494915,48.8788469477197
3428,"Ms Brimont to Sergey Sergeevich Prokofiev, 01 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page Y",01 July 1925,exact,Ms Brimont,not_stated,17 Rue du Cirque,Paris,,"17 Rue du Cirque, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,Signed "Brimont"?,1002,,2.31496959125123,48.870804216586
3430,"Lazare Saminsky to Sergey Sergeevich Prokofiev, 26 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 233",26 July 1925,exact,Lazare Saminsky,not_stated,not_stated,Plombières,,Plombières,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1003,,5.96255999978133,50.7386900001718
3433,"Lucien Chevaillier to Sergey Sergeevich Prokofiev, 26 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 249",26 July 1925,exact,Lucien Chevaillier,not_stated,12 Rue Schweighaeuser,Strasbourg,,"12 Rue Schweighaeuser, Strasbourg",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1004,,7.76480597998055,48.5866891996755
3436,"Fyodor Weber to Sergey Sergeevich Prokofiev, 28 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 226",28 July 1925,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1005,,13.5505293614867,52.5672043793325
3437,"Clerical assistant to Sergey Sergeevich Prokofiev, 29 July 1925","Box: 2; Folder: 1925, July","Binder VIII, page 239",29 July 1925,exact,Clerical assistant,Oxford University Press,"Amen House, Warwick Square",London,,"Amen House, Warwick Square, London",Sergey Sergeevich Prokofiev,not_stated,Rue de Moscou,not_stated,,Rue de Moscou,original,letter,typed,English,,1006,,-0.101385918311088,51.5151089998169
3439,"Fyodor Weber to Sergey Sergeevich Prokofiev, 29 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 236",29 July 1925,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1007,,13.5505293614867,52.5672043793325
3440,"Clerical assistant to Sergey Sergeevich Prokofiev, 29 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 238",29 July 1925,exact,Clerical assistant,Konzert-Direktion Hermann Wolff u. Jules Sachs,Linkstrasse 42,Berlin,,"Linkstrasse 42, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,original,letter,typed,German,,1008,,13.3737951529505,52.5050383967123
3441,"Weissmann to Sergey Sergeevich Prokofiev, 30 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 240",30 July 1925,exact,Weissmann,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1009,,13.3769100001127,52.5160400001679
3442,"Félix Delgrange to Sergey Sergeevich Prokofiev, 30 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 245",30 July 1925,exact,Félix Delgrange,not_stated,23 Rue du Rocher,Paris,,"23 Rue du Rocher, Paris",Sergey Sergeevich Prokofiev,not_stated,32 Rue Cassette,not_stated,,32 Rue Cassette,original,letter,typed,French,,1010,,2.3220199334187,48.8765406739213
3444,"B. Mirline to Sergey Sergeevich Prokofiev, 30 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 247",30 July 1925,exact,B. Mirline,not_stated,28 Rue Saint Lazare,Paris,,"28 Rue Saint Lazare, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1011,,2.33658201134816,48.8767734272518
3513,"Parnet to Sergey Sergeevich Prokofiev, 27 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 352",27 August 1925,exact,Parnet,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1012,,2.34143999979337,48.8572100000963
3447,"Boris Kokhno to Sergey Sergeevich Prokofiev, [02 July 1925]","Box: 1; Folder: 1925, July","Binder VIII, page 166",02 July 1925,implied,Boris Kokhno,not_stated,not_stated,London,,London,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1013,,-0.12720999978608,51.506420000162
3450,"Iv. Iv. Narodnyi to Sergey Sergeevich Prokofiev, July 1925",not_stated,"Binder VIII, page 232",July 1925,exact,Iv. Iv. Narodnyi,not_stated,152 East 40th Street,New York,,"152 East 40th Street, New York",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,photocopy,letter,handwritten,Russian,,1014,,-73.9401364482109,40.65205245414
3451,"A. Komarov to Sergey Sergeevich Prokofiev, 01 July 1925","Box: 1; Folder: 1925, July","Binder VIII, page 241",01 July 1925,exact,A. Komarov,not_stated,Wagenaar Weg 6,Hague,,"Wagenaar Weg 6, Hague",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1015,,4.30030736206823,52.1018918481511
3459,"Clerical assistant to Sergey Sergeevich Prokofiev, 03 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 258",03 August 1925,exact,Clerical assistant,Pleyel Lyon&Co,22 Rue Rochechouart,Paris,,"22 Rue Rochechouart, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1016,,2.34481656033387,48.8777647054255
3462,"Clerical assistant to Sergey Sergeevich Prokofiev, 04 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 266",04 August 1925,exact,Clerical assistant,Direzione Italiana Concerti,Via Delle Finanze 14,Rome,,"Via Delle Finanze 14, Rome",Sergey Sergeevich Prokofiev,not_stated,3 Rue des Italiens,Paris,,"3 Rue des Italiens, Paris",original,letter,typed,French,,1017,,12.4989426495299,41.9057277395373
3466,"Fyodor Weber to Sergey Sergeevich Prokofiev, 04 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 272",04 August 1925,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1018,,13.5505293614867,52.5672043793325
3468,"P. Boquel to Sergey Sergeevich Prokofiev, 05 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 276",05 August 1925,exact,P. Boquel,not_stated,69 Boulevard de Clichy,Paris,,"69 Boulevard de Clichy, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,,1019,,2.33145004752108,48.8839019409465
3470,"Sergei Leonidovich Grigoriev to Sergey Sergeevich Prokofiev, 06 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 278",06 August 1925,exact,Sergei Leonidovich Grigoriev,not_stated,16 Boulevard d'Italie,Monte-Carlo,,"16 Boulevard d'Italie, Monte-Carlo",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1020,,7.43099343345167,43.7466278251199
3474,"Lazare Saminsky to Sergey Sergeevich Prokofiev, 07 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 284",07 August 1925,exact,Lazare Saminsky,not_stated,not_stated,Plombières,,Plombières,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1021,,5.96255999978133,50.7386900001718
3477,"A. Jasmin to Sergey Sergeevich Prokofiev, 08 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 286",08 August 1925,exact,A. Jasmin,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1022,,2.34143999979337,48.8572100000963
3479,"Lucien Chevaillier to Sergey Sergeevich Prokofiev, 09 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 289",09 August 1925,exact,Lucien Chevaillier,not_stated,not_stated,Biarritz,,Biarritz,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1023,,-1.5588199996553,43.4828499999123
3480,"Kalashnikova to Sergey Sergeevich Prokofiev, 10 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 291",10 August 1925,exact,Kalashnikova,not_stated,23 Rue Boissonade,Paris,,"23 Rue Boissonade, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1024,,2.33319752946349,48.8390910038418
3481,"Ernest Alexandrovich Oeberg to Sergey Sergeevich Prokofiev, 10 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 292",10 August 1925,exact,Ernest Alexandrovich Oeberg,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,handwritten,Russian,,1025,,2.32158522966957,48.8709984971222
3483,"not_stated to Sergey Sergeevich Prokofiev, 11 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 304",11 August 1925,exact,not_stated,not_stated,2 Rue Turgot,Paris,,"2 Rue Turgot, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,,1026,,2.34553339077775,48.8798771382837
3489,"Clerical assistant to Sergey Sergeevich Prokofiev, 13 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 318",13 August 1925,exact,Clerical assistant,Societe Anonyme Francaise d'Impression de Musique,2 & 4 Avenue de la Marne,Asnières,,"2 & 4 Avenue de la Marne, Asnières",Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,original,letter,typed,French,,1027,,1.90251980125657,49.7205884174282
3491,"Parnet to Sergey Sergeevich Prokofiev, 13 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 320",13 August 1925,exact,Parnet,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1028,,2.34143999979337,48.8572100000963
3493,"Alexander Andreevich Zagorsky to Sergey Sergeevich Prokofiev, 14 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 324",14 August 1925,exact,Alexander Andreevich Zagorsky,not_stated,46 Rue Choussee d'Gatin,Paris,,"46 Rue Choussee d'Gatin, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1029,,2.33299095377906,48.8737485574553
3494,"Nikolai Titovich Kucheriavy to Sergey Sergeevich Prokofiev, 16 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 328",16 August 1925,exact,Nikolai Titovich Kucheriavy,not_stated,not_stated,Riga,,Riga,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1030,,24.1148699995869,56.9459799998622
3495,"Lucien Chevaillier to Sergey Sergeevich Prokofiev, 16 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 333",16 August 1925,exact,Lucien Chevaillier,not_stated,1 Avenue des Londres,Biarritz,,"1 Avenue des Londres, Biarritz",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1031,,-1.56154176201552,43.4783470755549
3499,"Clerical assistant to Sergey Sergeevich Prokofiev, 20 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 336",20 August 1925,exact,Clerical assistant,Konzert-Direktion Hermann Wolff u. Jules Sachs,Linkstrasse 42,Berlin,,"Linkstrasse 42, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,original,letter,typed,German,,1032,,13.3737951529505,52.5050383967123
3503,"A. Albin to Sergey Sergeevich Prokofiev, 23 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 342",23 August 1925,exact,A. Albin,not_stated,191 Faubourg St. Denis,Paris,,"191 Faubourg St. Denis, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,Street number not clear. '191' added.,1033,,2.35829584854573,48.8817333492905
3504,"B. Mirline to Sergey Sergeevich Prokofiev, 23 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 340",23 August 1925,exact,B. Mirline,not_stated,28 Rue Saint Lazare,Paris,,"28 Rue Saint Lazare, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1034,,2.33658201134816,48.8767734272518
4004,"not_stated to Sergey Sergeevich Prokofiev, 17 April 1925","Box: 1; Folder: 1926, April","Binder VII, page 251",17 April 1925,exact,not_stated,not_stated,not_stated,Rome,,Rome,Sergey Sergeevich Prokofiev,not_stated,not_stated,Florence,,Florence,original,telegram,handwritten,Russian,Telegramm unsigned unless 'DIC' is part of the signature.,1035,,12.4956499997218,41.9032199997819
4005,"Clerical assistant to Sergey Sergeevich Prokofiev, 19 April 1926","Box: 2; Folder: 1926, April","Binder X, page 258",19 April 1926,exact,Clerical assistant,Direzione Italiana Concerti,Flaminia 59,Rome,,"Flaminia 59, Rome",Sergey Sergeevich Prokofiev,not_stated,not_stated,Naples,,Naples,original,letter,typed,French,Letter and a copy,1036,,12.4807217945337,42.2119412337101
4006,"Fyodor Weber to Sergey Sergeevich Prokofiev, 21 April 1926","Box: 2; Folder: 1926, April","Binder X, page 259",21 April 1926,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1037,,13.5505293614867,52.5672043793325
4009,"Clerical assistant to Sergey Sergeevich Prokofiev, 23 April 1926","Box: 2; Folder: 1926, April","Binder X, page 264",23 April 1926,exact,Clerical assistant,Musical Courier Company,"437-439 Fifth Avenue, S.E. Corner 39th Street",New York,,"437-439 Fifth Avenue, S.E. Corner 39th Street, New York",Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust Co.,Paris,,"c/o Guaranty Trust Co., Paris",original,letter,typed,English,,1038,,-74.0071400003009,40.7145500001758
4010,"A. Dimo-Semenoff to Sergey Sergeevich Prokofiev, 24 April 1926","Box: 2; Folder: 1926, April","Binder X, page 265",24 April 1926,exact,A. Dimo-Semenoff,not_stated,Via Ponte Reale 2-74,Genoa,,"Via Ponte Reale 2-74, Genoa",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1039,,8.92930852554765,44.4094154529179
4011,"Eveline Botta Orloff to Sergey Sergeevich Prokofiev, 25 April 1926","Box: 2; Folder: 1926, April","Binder X, page 266",25 April 1926,exact,Eveline Botta Orloff,not_stated,"Villa Rusciano, Via Fortini 62",Florence,,"Villa Rusciano, Via Fortini 62, Florence",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1040,,11.2849342442007,43.7494512886296
4013,"K. Erdeli to Sergey Sergeevich Prokofiev, 29 April 1926","Box: 2; Folder: 1926, April","Binder X, page 268",29 April 1926,exact,K. Erdeli,not_stated,"Krestovozdvizhensky Pereulok d.2, kv.1",Moscow,,"Krestovozdvizhensky Pereulok d.2, kv.1, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1041,,37.6047357858822,55.751592414935
4015,"Nikolai Titovich Kucheriavy to Sergey Sergeevich Prokofiev, 01 May 1926","Box: 2; Folder: 1926, May","Binder X, page 274",01 May 1926,exact,Nikolai Titovich Kucheriavy,not_stated,"5 Tverskaia-Iamskaia, d.3, kv.19",Moscow,,"5 Tverskaia-Iamskaia, d.3, kv.19, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1042,,37.6135148711353,55.7576008766669
4017,"M. Carrillo to Sergey Sergeevich Prokofiev, 04 May 1926","Box: 2; Folder: 1926, May","Binder X, page 279",04 May 1926,exact,M. Carrillo,Guaranty Trust Company of New York,1-3 Rue des Italiens,Paris,France,"1-3 Rue des Italiens, Paris",Sergey Sergeevich Prokofiev,not_stated,c/o Mail Dept.,Paris,,"c/o Mail Dept., Paris",original,letter,typed,English,,1043,,2.33572216192452,48.8718148675048
4025,"T. Durand to Sergey Sergeevich Prokofiev, 06 May 1926","Box: 2; Folder: 1926, May","Binder X, page 285",06 May 1926,exact,T. Durand,not_stated,Rue du 11 - Novembre,Samois-sur-Seine,,"Rue du 11 - Novembre, Samois-sur-Seine",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,handwritten,French,,1044,,2.74910872497894,48.451465106081
4026,"Jean de Noyelle to Sergey Sergeevich Prokofiev, 07 May 1926","Box: 2; Folder: 1926, May","Binder X, page 286",07 May 1926,exact,Jean de Noyelle,not_stated,1 Rue Traktir 16,Paris,,"1 Rue Traktir 16, Paris",Sergey Sergeevich Prokofiev,not_stated,6 Rue Blaise Desgoffe,not_stated,,6 Rue Blaise Desgoffe,original,letter,handwritten,French,,1045,,2.29175126729394,48.8726152803822
4032,"Clerical assistant to Sergey Sergeevich Prokofiev, 12 May 1926","Box: 2; Folder: 1926, May","Binder X, page 297",12 May 1926,exact,Clerical assistant,Haensel & Jones,33 West 42nd Street,New York,,"33 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,English,,1046,,-73.9824091191193,40.7541649548309
4033,"Getrude Jolles to Sergey Sergeevich Prokofiev, 16 May 1926","Box: 2; Folder: 1926, May","Binder X, page 298",16 May 1926,exact,Getrude Jolles,not_stated,1 Rue Daunou,Paris,,"1 Rue Daunou, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1047,,2.33247889160925,48.8691425276848
4034,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 18 May 1926","Box: 2; Folder: 1926, May","Binder X, page 300",18 May 1926,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1048,,37.6150100001447,55.7569599999085
4036,"Clerical assistant to Sergey Sergeevich Prokofiev, 18 May 1926","Box: 2; Folder: 1926, May","Binder X, page 304",18 May 1926,exact,Clerical assistant,Konzert-Direktion Hermann Wolff u. Jules Sachs,Linkstrasse 42,Berlin,,"Linkstrasse 42, Berlin",Sergey Sergeevich Prokofiev,not_stated,6 Rue Blaise Desgoffe,Paris,,"6 Rue Blaise Desgoffe, Paris",original,letter,typed,German,,1049,,13.3737951529505,52.5050383967123
4046,"Pierre Monteux to Sergey Sergeevich Prokofiev, 25 May 1926","Box: 2; Folder: 1926, May","Binder X, page 316",25 May 1926,exact,Pierre Monteux,not_stated,not_stated,Brussel,,Brussel,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1050,,4.35608999955381,50.844390000172
4048,"Arnold Solomonovich Tsukker to Sergey Sergeevich Prokofiev, 26 May 1926","Box: 2; Folder: 1926, May","Binder X, page 319",26 May 1926,exact,Arnold Solomonovich Tsukker,not_stated,Gertsena Ul. 13,Moscow,,"Gertsena Ul. 13, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1051,,37.5718272379371,55.4883047779801
4052,"Clerical assistant to Sergey Sergeevich Prokofiev, 31 May 1926","Box: 2; Folder: 1926, May","Binder X, page 326",31 May 1926,exact,Clerical assistant,Direzione Italiana Concerti,Flaminia 59,Rome,,"Flaminia 59, Rome",Sergey Sergeevich Prokofiev,not_stated,1-3 Rue des Italiens,Paris,,"1-3 Rue des Italiens, Paris",original,letter,typed,French,,1052,,12.4807217945337,42.2119412337101
4056,"Boris Nikolaevich Demchinsky to Sergey Sergeevich Prokofiev, 01 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 1",01 June 1926,exact,Boris Nikolaevich Demchinsky,not_stated,not_stated,Leningrad,,Leningrad,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,telegram,typed,Russian,,1053,,30.2641700001701,59.8944400000652
4060,"Anton Mikhailovich Dianov to Sergey Sergeevich Prokofiev, [07 June 1926]","Box: 2; Folder: 1926, June","Binder XI, page 9",07 June 1926,implied,Anton Mikhailovich Dianov,not_stated,Dolgorukovskaya Ul. 29,Moscow,,"Dolgorukovskaya Ul. 29, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1054,,37.6023984332933,55.7772160863558
4061,"Boleslav Leopoldovich Iavorsky to Sergey Sergeevich Prokofiev, 07 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 13",07 June 1926,exact,Boleslav Leopoldovich Iavorsky,not_stated,not_stated,Vienna,,Vienna,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1055,,16.3688000000275,48.2025400002485
4063,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 08 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 16",08 June 1926,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1056,,37.6150100001447,55.7569599999085
4067,"Clerical assistant to Sergey Sergeevich Prokofiev, 09 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 26",09 June 1926,exact,Clerical assistant,Stadtische Buhnen,Hochstrasse 46,Frankfurt,,"Hochstrasse 46, Frankfurt",Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,,"c/o Guaranty Trust, Paris",original,letter,typed,German,,1057,,8.67360684386407,50.1156506471574
