spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_country,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_country,recipient_full_address,original,document_type,format,language,notes,FID,Country,x,y
4068,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 09 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 27",09 June 1926,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1058,,37.6150100001447,55.7569599999085
4069,"Clerical assistant to Sergey Sergeevich Prokofiev, 10 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 29",10 June 1926,exact,Clerical assistant,Persimfans,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,Signed by 'L.Tseitlin' and 'A.Tsukker',1059,,37.6150100001447,55.7569599999085
4070,"not_stated to Sergey Sergeevich Prokofiev, 10 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 32",10 June 1926,exact,not_stated,not_stated,Rue du Phare,Quiberon,,"Rue du Phare, Quiberon",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,See XI/18. Origintaor : 'Ol'ga Vladislaovna',1060,,-3.12397441294271,47.4798018139428
4072,"Vladimir Vladimirovich Derzhanovsky to Sergey Sergeevich Prokofiev, 11 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 36",11 June 1926,exact,Vladimir Vladimirovich Derzhanovsky,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1061,,37.6150100001447,55.7569599999085
4073,"Anton Mikhailovich Dianov to Sergey Sergeevich Prokofiev, 11 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 38",11 June 1926,exact,Anton Mikhailovich Dianov,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1062,,37.6150100001447,55.7569599999085
4076,"S. Razumovsky to Sergey Sergeevich Prokofiev, 14 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 47",14 June 1926,exact,S. Razumovsky,MODPiK,Tverskoi Bulvar 25,Moscow,,"Tverskoi Bulvar 25, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,Attached see XI/46,1063,,37.6021884637738,55.7623437539568
4080,"A. Jasmin to Sergey Sergeevich Prokofiev, 16 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 53",16 June 1926,exact,A. Jasmin,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1064,,2.34143999979337,48.8572100000963
4084,"Sergei Vladimirovich Protopopov to Sergey Sergeevich Prokofiev, 17 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 60",17 June 1926,exact,Sergei Vladimirovich Protopopov,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1065,,37.6150100001447,55.7569599999085
4088,"Arnold Meckel to Sergey Sergeevich Prokofiev, 19 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 71",19 June 1926,exact,Arnold Meckel,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,,Samoreau,original,telegram,handwritten,French,,1066,,2.34143999979337,48.8572100000963
4091,"Clerical assistant to Sergey Sergeevich Prokofiev, 22 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 73",22 June 1926,exact,Clerical assistant,Direzione Italiana Concerti,Via Delle Finanze 14,Rome,,"Via Delle Finanze 14, Rome",Sergey Sergeevich Prokofiev,not_stated,6 Rue Blaise Desgoffe,Paris,,"6 Rue Blaise Desgoffe, Paris",original,letter,typed,French,,1067,,12.4989426495299,41.9057277395373
4093,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, 22 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 75",22 June 1926,exact,Boris Vladimirovich Asafiev,not_stated,not_stated,Leningrad,,Leningrad,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,,Samoreau,original,postcard,handwritten,Russian,,1068,,30.2641700001701,59.8944400000652
4097,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 27 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 81",27 June 1926,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,,"Villa Langlois, Samoreau",original,postcard,handwritten,Russian,Originator's address: 'Boulevard de la Tour Maubourg'?,1069,,2.34143999979337,48.8572100000963
4098,"Walther Straram to Sergey Sergeevich Prokofiev, 27 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 83",27 June 1926,exact,Walther Straram,not_stated,78 Avenue Kléber,Paris,,"78 Avenue Kléber, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1070,,2.28999860386897,48.8671368578592
4100,"Gavriil Grigorievich Paichadze to Sergey Sergeevich Prokofiev, 28 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 86",28 June 1926,exact,Gavriil Grigorievich Paichadze,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1071,,2.32158522966957,48.8709984971222
4105,"A. Jasmin to Sergey Sergeevich Prokofiev, 29 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 94",29 June 1926,exact,A. Jasmin,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1072,,2.34143999979337,48.8572100000963
4111,"Boleslav Leopoldovich Iavorsky to Sergey Sergeevich Prokofiev, 30 June 1926","Box: 2; Folder: 1926, June","Binder XI, page 124",30 June 1926,exact,Boleslav Leopoldovich Iavorsky,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1073,,37.6150100001447,55.7569599999085
4114,"not_stated to Sergey Sergeevich Prokofiev, [01 June 1926]","Box: 2; Folder: 1926, June","Binder XI, page 18",01 June 1926,implied,not_stated,not_stated,Rue du Phare,Quiberon,,"Rue du Phare, Quiberon",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,Address: '"Verdurette" (?) Rue du Phare,1074,,-3.12397441294271,47.4798018139428
4116,"Director to Sergey Sergeevich Prokofiev, June 1926",not_stated,"Binder XI, page 77",June 1926,exact,Director,not_stated,not_stated,Naples,,Naples,Sergey Sergeevich Prokofiev,not_stated,not_stated,Naples,,Naples,photocopy,letter,typed,French,"Addressed to SP ' p.adr. Mr Celentano, Napoli, Santabrigida.'",1075,,14.2522600004191,40.8401399998856
4121,"Clerical assistant to Sergey Sergeevich Prokofiev, 01 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 133",01 July 1926,exact,Clerical assistant,Musical Courier Company,"437-439 Fifth Avenue, S.E. Corner 39th Street",New York,,"437-439 Fifth Avenue, S.E. Corner 39th Street, New York",Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,,"c/o Guaranty Trust, Paris",original,letter,typed,English,,1076,,-74.0071400003009,40.7145500001758
4124,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 01 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 136",01 July 1926,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,,Samoreau,original,telegram,handwritten,Russian,,1077,,2.34143999979337,48.8572100000963
4131,"Arnold Meckel to Sergey Sergeevich Prokofiev, 07 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 141",07 July 1926,exact,Arnold Meckel,not_stated,23 Rue du Rocher,Paris,,"23 Rue du Rocher, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,,Samoreau,original,letter,typed,French,,1078,,2.3220199334187,48.8765406739213
4132,"Wilhelmine Sieger to Sergey Sergeevich Prokofiev, 07 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 153",07 July 1926,exact,Wilhelmine Sieger,not_stated,not_stated,Frankfurt,,Frankfurt,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,German,,1079,,8.68340999955785,50.1120800002715
4134,"Boris Nikolaevich Demchinsky to Sergey Sergeevich Prokofiev, 08 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 144",08 July 1926,exact,Boris Nikolaevich Demchinsky,not_stated,not_stated,Leningrad,,Leningrad,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,telegram,typed,French,,1080,,30.2641700001701,59.8944400000652
4137,"Otto Klemperer to Sergey Sergeevich Prokofiev, 08 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 149",08 July 1926,exact,Otto Klemperer,not_stated,Nerothal 29,Wiesbaden,,"Nerothal 29, Wiesbaden",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,German,Full address: 'Nerothal 29'.,1081,,8.24213999957893,50.0846599998217
4138,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 09 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 150",09 July 1926,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,,"Villa Langlois, Samoreau",original,postcard,handwritten,Russian,,1082,,2.34143999979337,48.8572100000963
4139,"Wilhelmine Sieger to Sergey Sergeevich Prokofiev, 10 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 152",10 July 1926,exact,Wilhelmine Sieger,not_stated,not_stated,Frankfurt,,Frankfurt,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,German,,1083,,8.68340999955785,50.1120800002715
4140,"Mikhail Georgievich Klimov to Sergey Sergeevich Prokofiev, 10 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 156",10 July 1926,exact,Mikhail Georgievich Klimov,Gosudarstvennaia Akademicheskaia Filarmoniia,Lassalia Ul. 2,Leningrad,,"Lassalia Ul. 2, Leningrad",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1084,,30.2641700001701,59.8944400000652
4145,"Fitzhugh Haensel to Sergey Sergeevich Prokofiev, 14 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 170",14 July 1926,exact,Fitzhugh Haensel,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,English,,1085,,2.34143999979337,48.8572100000963
3517,"Clerical assistant to Sergey Sergeevich Prokofiev, 27 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 356",27 August 1925,exact,Clerical assistant,Konzert-Direktion Hermann Wolff u. Jules Sachs,Linkstrasse 42,Berlin,,"Linkstrasse 42, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,original,letter,typed,German,,1086,,13.3737951529505,52.5050383967123
3518,"Joseph Szigeti to Sergey Sergeevich Prokofiev, 27 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 357",27 August 1925,exact,Joseph Szigeti,not_stated,not_stated,Benodet,,Benodet,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,"Address given: Villa Verlidou, Benodet, (Finistere) France.",1087,,-4.11298999966019,47.8767400000363
3520,"Elbert Newton to Sergey Sergeevich Prokofiev, 28 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 358",28 August 1925,exact,Elbert Newton,not_stated,1-3 Rue des Italiens,Paris,,"1-3 Rue des Italiens, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,English,,1088,,2.33572216192452,48.8718148675048
3521,"B. Mirline to Sergey Sergeevich Prokofiev, 29 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 362",29 August 1925,exact,B. Mirline,not_stated,28 Rue Saint Lazare,Paris,,"28 Rue Saint Lazare, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Addressed from Royat.,1089,,2.33658201134816,48.8767734272518
3527,"Kalashnikova to Sergey Sergeevich Prokofiev, 31 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 365",31 August 1925,exact,Kalashnikova,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1090,,2.32158522966957,48.8709984971222
3534,"Jean Marnold to Sergey Sergeevich Prokofiev, 01 August 1925","Box: 1; Folder: 1925, August","Binder VIII, page 329",01 August 1925,exact,Jean Marnold,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1091,,2.34143999979337,48.8572100000963
3543,"Parnet to Sergey Sergeevich Prokofiev, 02 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 4",02 September 1925,exact,Parnet,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,1092,,2.34143999979337,48.8572100000963
3544,"Konstantin Balmont to Sergey Sergeevich Prokofiev, 02 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 6",02 September 1925,exact,Konstantin Balmont,not_stated,not_stated,St. Gilles,,St. Gilles,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,1093,,4.34488000037838,50.8267900002614
3562,"Clerical assistant to Sergey Sergeevich Prokofiev, 10 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 34",10 September 1925,exact,Clerical assistant,Kosertforeningen,Vasagatan 23 - 25 N.8.,Stockholm,,"Vasagatan 23 - 25 N.8., Stockholm",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,,1094,,18.0559333408436,59.334353958423
3565,"B. Mirline to Sergey Sergeevich Prokofiev, 11 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 36",11 September 1925,exact,B. Mirline,not_stated,28 Rue Saint Lazare,Paris,,"28 Rue Saint Lazare, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1095,,2.33658201134816,48.8767734272518
3567,"A. Albin to Sergey Sergeevich Prokofiev, 11 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 38",11 September 1925,exact,A. Albin,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,With draft of SP's reply in French,1096,,2.34143999979337,48.8572100000963
3569,"Pierre Petrovich Souvchinsky to Sergey Sergeevich Prokofiev, 11 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 40",11 September 1925,exact,Pierre Petrovich Souvchinsky,not_stated,124 Rue de la Pompe,Paris,,"124 Rue de la Pompe, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1097,,2.28046466428266,48.8669673874921
3574,"Vladimir Alexandrovich Dukelsky to Sergey Sergeevich Prokofiev, 12 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 43",12 September 1925,exact,Vladimir Alexandrovich Dukelsky,not_stated,not_stated,Nice,,Nice,Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,original,postcard,handwritten,Russian,,1098,,7.27768000039174,43.7002799999688
3577,"Fyodor Weber to Sergey Sergeevich Prokofiev, 12 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 49",12 September 1925,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,postcard,handwritten,Russian,,1099,,13.5505293614867,52.5672043793325
3578,"Clerical assistant to Sergey Sergeevich Prokofiev, 12 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 52",12 September 1925,exact,Clerical assistant,Societe Philarmonique de Paris,47 Rue Blanche,Paris,,"47 Rue Blanche, Paris",Sergey Sergeevich Prokofiev,not_stated,32 Rue Casset,Paris,,"32 Rue Casset, Paris",original,letter,typed,French,,1100,,2.33141661941272,48.8808020850545
3580,"Ms Brimont to Sergey Sergeevich Prokofiev, 14 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 54",14 September 1925,exact,Ms Brimont,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,Signed "Brimont"?,1101,,2.34143999979337,48.8572100000963
3584,"Lucien Chevaillier to Sergey Sergeevich Prokofiev, 14 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 59",14 September 1925,exact,Lucien Chevaillier,not_stated,12 Rue Schweighaeuser,Strasbourg,,"12 Rue Schweighaeuser, Strasbourg",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,,1102,,7.76480597998055,48.5866891996755
3592,"Mariia Viktorovna Borovskaya to Sergey Sergeevich Prokofiev, 15 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 75",15 September 1925,exact,Mariia Viktorovna Borovskaya,not_stated,28 quni de Passy,Paris,,"28 quni de Passy, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,original,letter,handwritten,Russian,,1103,,2.28142161440202,48.8580422268895
3594,"Boris Georgievich Romanov to Sergey Sergeevich Prokofiev, 15 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 78",15 September 1925,exact,Boris Georgievich Romanov,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,postcard,handwritten,Russian,,1104,,2.70144999996868,48.3400000001046
3595,"A. Komarov to Sergey Sergeevich Prokofiev, 16 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 24",16 September 1925,exact,A. Komarov,not_stated,1 Rue des Ponts,Pau,,"1 Rue des Ponts, Pau",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,1105,,-0.377834887675762,43.2946778627546
3597,"Fyodor Weber to Sergey Sergeevich Prokofiev, 17 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 81",17 September 1925,exact,Fyodor Weber,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Bourron-Marlotte,,Bourron-Marlotte,original,postcard,handwritten,Russian,,1106,,13.5505293614867,52.5672043793325
3600,"Guido Boni to Sergey Sergeevich Prokofiev, 18 September 1925","Box: 1; Folder: 1925, September","Binder IX, page 85",18 September 1925,exact,Guido Boni,not_stated,Via Vittoria 6,Rome,,"Via Vittoria 6, Rome",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,French,,1107,,12.4786216627568,41.9066861176868
