SPA id,item_title,container,goldsmiths,date,date_qualifier,Sender,sender_organization,sender_address,sender_city,sender_country,address,Recipient,recipient_organization,recipient_address,recipient_city,recipient_country,address,format,document_type,format,language,notes,x,y
4823,"Sergey Sergeevich Prokofiev to Fyodor Weber, 30 May 1927","Box: 2; Folder: 1927, May","Binder XV, page 96",30 May 1927,exact,Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",Fyodor Weber,not_stated,not_stated,Berlin,,Berlin,original,letter,draft,Russian,Typed draft.,2.32158523,48.8709985
4835,"Sergey Sergeevich Prokofiev to Boris Borisovich Krasin, 01 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 106",01 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",Boris Borisovich Krasin,not_stated,Bolshaia Dmitrovka 8,Moscow,,"Bolshaia Dmitrovka 8, Moscow",original,letter,draft,Russian,Typed draft.,2.285112149,48.85648619
4838,"Sergey Sergeevich Prokofiev to L. Loevenstein, 04 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 108",04 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",L. Loevenstein,not_stated,not_stated,Berlin,,Berlin,original,letter,draft,Russian,Typed draft.,2.285112149,48.85648619
4843,"Sergey Sergeevich Prokofiev to Herman Schaad, 08 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 117",08 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",Herman Schaad,not_stated,29 West 42nd Street,New York,,"29 West 42nd Street, New York",original,letter,draft,English,Typed draft.,2.34144,48.85721
4846,"Sergey Sergeevich Prokofiev to Albert Hauglustaine, 10 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 120",10 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",Albert Hauglustaine,not_stated,61 Rue de Montreuil,Paris,,"61 Rue de Montreuil, Paris",original,letter,draft,French,See also XV 87..,2.285112149,48.85648619
4852,"Sergey Sergeevich Prokofiev to Léonide Massine, 13 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 128",13 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",Léonide Massine,not_stated,not_stated,London,,London,original,letter,draft,Russian,Typed draft.,2.285112149,48.85648619
4853,"Sergey Sergeevich Prokofiev to Lev Moiseevich Tseitlin, 13 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 129",13 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",Lev Moiseevich Tseitlin,not_stated,not_stated,Moscow,,Moscow,original,letter,draft,Russian,Typed draft.,2.34144,48.85721
4854,"Sergey Sergeevich Prokofiev to S. Pennata, 13 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 130",13 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",S. Pennata,not_stated,69 Rue Balagny,Paris,,"69 Rue Balagny, Paris",original,letter,draft,French,Typed draft.,2.285112149,48.85648619
4859,"Sergey Sergeevich Prokofiev to Boris Nikolaevich Bashkirov, 14 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 145",14 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",Boris Nikolaevich Bashkirov,not_stated,not_stated,Paris,,Paris,original,postcard,draft,Russian,,2.285112149,48.85648619
4862,"Sergey Sergeevich Prokofiev to Nikolai Andreevich Malko, 15 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 151",15 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",Nikolai Andreevich Malko,not_stated,Lassalia Ul. 2,Leningrad,,"Lassalia Ul. 2, Leningrad",original,letter,draft,Russian,Typed draft.,2.34144,48.85721
4863,"Sergey Sergeevich Prokofiev to Clerical assistant, 15 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 152",15 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",Clerical assistant,Toplis&Harding,80 Boulevard Haussmann,Paris,,"80 Boulevard Haussmann, Paris",original,letter,draft,French,Typed draft.,2.285112149,48.85648619
4866,"Sergey Sergeevich Prokofiev to A. Jasmin, 17 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 158",17 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",A. Jasmin,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,French,Typed draft.,2.285112149,48.85648619
4872,"Sergey Sergeevich Prokofiev to Vladimir Nikolaevich Bashkirov, 20 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 165",20 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,Vladimir Nikolaevich Bashkirov,not_stated,not_stated,New York,,New York,original,letter,draft,Russian,,2.34144,48.85721
4873,"Sergey Sergeevich Prokofiev to Alfred Bloch, 21 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 166",21 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",Alfred Bloch,not_stated,not_stated,Paris,,Paris,original,letter,draft,French,,2.32158523,48.8709985
4875,"Sergey Sergeevich Prokofiev to Nikolai Nilovich Tolstiakov, 21 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 168",21 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",Nikolai Nilovich Tolstiakov,not_stated,"Ul. Gertsena, d. 11, kv. 14",Moscow,,"Ul. Gertsena, d. 11, kv. 14, Moscow",original,letter,draft,Russian,"Recipient's full address: 'Ul. Gertsena, d. 11, kv. 14'.",2.32158523,48.8709985
4876,"Sergey Sergeevich Prokofiev to A. Dzimitrovsky, 21 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 169",21 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",A. Dzimitrovsky,not_stated,not_stated,Vienna,,Vienna,original,letter,draft,Russian,,2.34144,48.85721
4879,"Sergey Sergeevich Prokofiev to Ekaterina Grigorevna Raevskaya, 22 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 172",22 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Ekaterina Grigorevna Raevskaya,not_stated,not_stated,Moscow,,Moscow,original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4890,"Sergey Sergeevich Prokofiev to Clerical assistant, 24 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 185",24 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",Clerical assistant,Les Dernières Nouvelles,26 Rue Buffault,Paris,,"26 Rue Buffault, Paris",original,letter,draft,Russian,,2.285112149,48.85648619
4891,"Sergey Sergeevich Prokofiev to Mr Hettich, 24 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 186",24 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,22 Rue d'Anjou,Paris,,"22 Rue d'Anjou, Paris",Mr Hettich,not_stated,3 Rue de Grammont,Paris,,"3 Rue de Grammont, Paris",original,letter,draft,French,Typed draft.,2.32158523,48.8709985
4892,"Sergey Sergeevich Prokofiev to Le Préfet, 24 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 187",24 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Le Préfet,not_stated,not_stated,Versailles,,Versailles,original,letter,draft,French,"Typed draft. Addressed to ""Monsieur le Prefet de Seine et Oise.",-1.08855,45.643
4893,"Sergey Sergeevich Prokofiev to Clerical assistant, 24 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 188",24 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Clerical assistant,The Christian Science Publishing Society,not_stated,Boston,,Boston,original,letter,draft,English,Typed draft.recipient's full address: 'Back Bay Station'.,-1.08855,45.643
4895,"Sergey Sergeevich Prokofiev to Clerical assistant, 26 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 194",26 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,Clerical assistant,"Svyaz', Buro Gazetnykh Vyrezok,Kuznetskii Most 14,Moscow,,Kuznetskii Most 14","Moscow""",original,letter,draft,Russian,667,2.34144,48.85721,,,
4896,"Sergey Sergeevich Prokofiev to Fyodor Weber, 26 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 195",26 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,Fyodor Weber,not_stated,not_stated,Berlin,,Berlin,original,letter,draft,Russian,Typed draft.,2.34144,48.85721
4897,"Sergey Sergeevich Prokofiev to L. Loevenstein, 26 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 196",26 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",L. Loevenstein,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4901,"Sergey Sergeevich Prokofiev to Boris Georgievich Romanov, 27 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 200",27 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Boris Georgievich Romanov,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4905,"Sergey Sergeevich Prokofiev to Petr Abramovich Liublinsky, 29 June 1927","Box: 2; Folder: 1927, June","Binder XV, page 207",29 June 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Petr Abramovich Liublinsky,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,.,-1.08855,45.643
4921,"Sergey Sergeevich Prokofiev to Léonide Massine, 02 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 234",02 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Léonide Massine,not_stated,Shaftesbury Avenue,London,,"Shaftesbury Avenue, London",original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4924,"Sergey Sergeevich Prokofiev to Clerical assistant, 03 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 237",03 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Clerical assistant,"Société des Auteurs, Compositeurs et Éditeurs de Musique",10 Rue Chaptal,Paris,,"10 Rue Chaptal, Paris",original,letter,draft,French,Typed draft.,-1.08855,45.643
4925,"Sergey Sergeevich Prokofiev to Gavriil Grigorievich Paichadze, 04 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 238",04 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4928,"Sergey Sergeevich Prokofiev to Th. Golovine, 05 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 245",05 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Th. Golovine,not_stated,5 Rue Chabanais,Paris,,"5 Rue Chabanais, Paris",original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4930,"Sergey Sergeevich Prokofiev to Henri Cain, 07 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 246",07 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Henri Cain,not_stated,not_stated,Paris,,Paris,original,letter,draft,French,Typed draft.,-1.08855,45.643
4931,"Sergey Sergeevich Prokofiev to Esther Johnsson, 07 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 247",07 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Esther Johnsson,not_stated,11 Avenue Mac-Mahon,Paris,,"11 Avenue Mac-Mahon, Paris",original,letter,draft,English,Typed draft.,-1.08855,45.643
4933,"Sergey Sergeevich Prokofiev to Mlle Blanchard, 07 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 250",07 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Mlle Blanchard,Pleyel Lyon&Co,22 Rue Rochechouart,Paris,,"22 Rue Rochechouart, Paris",original,letter,draft,French,Typed draft.,-1.08855,45.643
4940,"Sergey Sergeevich Prokofiev to Th. Golovine, 10 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 263",10 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Th. Golovine,not_stated,5 Rue Chabanais,Paris,,"5 Rue Chabanais, Paris",original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4941,"Sergey Sergeevich Prokofiev to Arthur Hoérée, 11 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 264",11 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Arthur Hoérée,not_stated,17 Rue de St. Cloud,Boulogne-sur-Seine,,"17 Rue de St. Cloud, Boulogne-sur-Seine",original,letter,draft,French,,-1.08855,45.643
4942,"Sergey Sergeevich Prokofiev to Ms Grevé, 11 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 265",11 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Ms Grevé,not_stated,not_stated,Alupka,,Alupka,original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4944,"Sergey Sergeevich Prokofiev to Ekaterina Grigorevna Raevskaya, 11 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 267",11 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Ekaterina Grigorevna Raevskaya,not_stated,not_stated,Moscow,,Moscow,original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4945,"Sergey Sergeevich Prokofiev to Sergei Dmitrievich Razumovsky, 11 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 269",11 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Sergei Dmitrievich Razumovsky,MODPiK,Tverskoi Bulvar 25,Moscow,,"Tverskoi Bulvar 25, Moscow",original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4946,"Sergey Sergeevich Prokofiev to Georgii Bogdanovich Iakulov, 12 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 270",12 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Georgii Bogdanovich Iakulov,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,,-1.08855,45.643
4947,"Sergey Sergeevich Prokofiev to N. Freidenshtein, 12 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 271",12 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",N. Freidenshtein,not_stated,5 Villa Dupont,Paris,,"5 Villa Dupont, Paris",original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4949,"Sergey Sergeevich Prokofiev to Gavriil Grigorievich Paichadze, 12 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 275",12 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,,-1.08855,45.643
4955,"Sergey Sergeevich Prokofiev to Clerical assistant, 28 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 281",28 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Clerical assistant,Guaranty Trust Company of New York,Fifth Avenue & 44th Street,New York,,"Fifth Avenue & 44th Street, New York",original,letter,draft,English,See XV/ 280.,-1.08855,45.643
4956,"Sergey Sergeevich Prokofiev to Albert Hauglustaine, 15 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 282",15 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Albert Hauglustaine,not_stated,61 Rue de Montreuil,Paris,,"61 Rue de Montreuil, Paris",original,letter,draft,French,Typed draft.,-1.08855,45.643
4957,"Sergey Sergeevich Prokofiev to Alfred Bloch, 16 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 284",16 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Alfred Bloch,not_stated,12 Rue Henner,Paris,,"12 Rue Henner, Paris",original,letter,draft,French,Typed draft.,-1.08855,45.643
4960,"Sergey Sergeevich Prokofiev to Gavriil Grigorievich Paichadze, 18 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 289",18 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4961,"Sergey Sergeevich Prokofiev to Th. Golovine, 18 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 290",18 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Th. Golovine,not_stated,5 Rue Chabanais,Paris,,"5 Rue Chabanais, Paris",original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4964,"Sergey Sergeevich Prokofiev to Georgii Bogdanovich Iakulov, 29 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 298",29 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,St. Palais-sur-Mer,,St. Palais-sur-Mer,Georgii Bogdanovich Iakulov,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,,-1.08855,45.643
4968,"Sergey Sergeevich Prokofiev to Herman Schaad, 21 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 302",21 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Herman Schaad,not_stated,Fifth Avenue & 44th Street,New York,,"Fifth Avenue & 44th Street, New York",original,letter,draft,English,,-1.08855,45.643
4969,"Sergey Sergeevich Prokofiev to Lev Moiseevich Tseitlin, 21 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 303",21 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,1-3 Rue des Italiens,Paris,,"1-3 Rue des Italiens, Paris",Lev Moiseevich Tseitlin,not_stated,Gertsena Ul. 13,Moscow,,"Gertsena Ul. 13, Moscow",original,letter,draft,Russian,,2.335722162,48.87181487
4970,"Sergey Sergeevich Prokofiev to Gavriil Grigorievich Paichadze, 22 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 305",22 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,,-1.08855,45.643
4974,"Sergey Sergeevich Prokofiev to Manuel Clausells, 27 July 1927","Box: 2; Folder: 1927, July","Binder XV, page 309",27 July 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Manuel Clausells,not_stated,not_stated,not_stated,,not_stated,original,telegram,draft,French,,-1.08855,45.643
4983,"Sergey Sergeevich Prokofiev to Pierre Paray, 01 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 323",01 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Pierre Paray,not_stated,42 Rue de l'Yvette,Paris,,"42 Rue de l'Yvette, Paris",original,letter,draft,French,Typed draft.,-1.08855,45.643
4986,"Sergey Sergeevich Prokofiev to Vera Vladimirovna Alpers, 03 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 332",03 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,St. Palais-sur-Mer,,St. Palais-sur-Mer,Vera Vladimirovna Alpers,not_stated,not_stated,Leningrad,,Leningrad,original,postcard,draft,Russian,,-1.08855,45.643
4987,"Sergey Sergeevich Prokofiev to Alexander Kirillovich Borovsky, 05 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 333",05 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Alexander Kirillovich Borovsky,not_stated,not_stated,not_stated,,not_stated,original,letter,draft,Russian,Typed draft.,-1.08855,45.643
4990,"Sergey Sergeevich Prokofiev to A. Jasmin, 08 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 341",08 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",A. Jasmin,not_stated,47 Rue Fessart,Paris,,"47 Rue Fessart, Paris",original,letter,draft,French,Typed draft.,-1.08855,45.643
4992,"Sergey Sergeevich Prokofiev to Maria Iosifovna Reberg, 08 August 1927",Box: 26S; Folder:,"Binder XLIII, page 116",08 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Les Phares,St. Palais-sur-Mer,,"Les Phares, St. Palais-sur-Mer",Maria Iosifovna Reberg,not_stated,"Podgornaia Ul., d. 11, kv. 3",Kharkov,,"Podgornaia Ul., d. 11, kv. 3, Kharkov",original,postcard,handwritten,Russian,Original: spa-tex-cor-ori-0005,-1.08855,45.643
4997,"Sergey Sergeevich Prokofiev to Gavriil Grigorievich Paichadze, 13 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 346",13 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,,-1.08855,45.643
4999,"Sergey Sergeevich Prokofiev to not_stated, 15 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 350",15 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",not_stated,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,draft,French,"Typed draft. Addressed to ""A la concierge du No 5 Av. Fremiet.",-1.08855,45.643
5004,"Sergey Sergeevich Prokofiev to Ekaterina Grigorevna Raevskaya, 19 August 1927",not_stated,"Binder XV, page 364",19 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Ekaterina Grigorevna Raevskaya,not_stated,not_stated,Moscow,,Moscow,photocopy,letter,draft,Russian,Typed draft.,-1.08855,45.643
5005,"Sergey Sergeevich Prokofiev to Gavriil Grigorievich Paichadze, 20 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 365",20 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,Typed draft.,-1.08855,45.643
5006,"Sergey Sergeevich Prokofiev to A. Jasmin, 20 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 366",20 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",A. Jasmin,not_stated,47 Rue Fessart,Paris,,"47 Rue Fessart, Paris",original,letter,draft,French,,-1.08855,45.643
5007,"Sergey Sergeevich Prokofiev to Pierre Petrovich Souvchinsky, 21 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 368",21 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,not_stated,St. Palais-sur-Mer,,St. Palais-sur-Mer,Pierre Petrovich Souvchinsky,not_stated,not_stated,Clamart,,Clamart,original,letter,draft,Russian,,-1.08855,45.643
5009,"Sergey Sergeevich Prokofiev to Nikolai Andreevich Malko, 22 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 370",22 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Nikolai Andreevich Malko,not_stated,Lassalia Ul. 2,Leningrad,,"Lassalia Ul. 2, Leningrad",original,letter,draft,Russian,Typed draft.,-1.08855,45.643
5010,"Sergey Sergeevich Prokofiev to Lev Moiseevich Tseitlin, 23 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 371",23 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Lev Moiseevich Tseitlin,not_stated,Gertsena Ul. 13,Moscow,,"Gertsena Ul. 13, Moscow",original,letter,draft,Russian,Typed draft.,-1.08855,45.643
5011,"Sergey Sergeevich Prokofiev to Gavriil Grigorievich Paichadze, 23 August 1927","Box: 2; Folder: 1927, August","Binder XV, page 372",23 August 1927,exact,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",Gavriil Grigorievich Paichadze,not_stated,not_stated,Paris,,Paris,original,letter,draft,Russian,Typed draft.,-1.08855,45.643
